slice_id,feature,psi,ks_stat,ks_pvalue,drift_flag
slice_1,TransactionDT,20.72326583941456,1.0,0.0,severe_drift
slice_1,TransactionAmt,0.005835350217628314,0.0214,0.20237432043396744,no_drift
slice_1,card1,0.0021179918998646685,0.017,0.46535782712685475,no_drift
slice_1,card2,0.005664024750517968,0.0192,0.3153878109541569,no_drift
slice_1,card3,4.344727726920071e-05,0.0322,0.0112046033120697,no_drift
slice_1,card5,0.006104435310481543,0.0202,0.25945194403220523,no_drift
slice_1,addr1,0.0057378149764807495,0.0236,0.12345636412932025,no_drift
slice_1,addr2,0.11009508272053176,0.0306,0.01851977583259587,moderate_drift
slice_1,dist1,0.0009406300493720844,0.0256,0.07549139379338214,no_drift
slice_1,dist2,0.011183804906818922,0.042,0.00029499120639029253,no_drift
slice_1,C1,0.014594042246208276,0.0444,0.00010454349646083744,no_drift
slice_1,C2,0.023816810005439042,0.0344,0.005384513310079144,no_drift
slice_1,C3,0.0,0.012,0.8643325152980597,no_drift
slice_1,C4,0.13169052972721626,0.1788,3.255553891316903e-70,moderate_drift
slice_1,C5,0.012279051399494086,0.0428,0.00021009840610393865,no_drift
slice_1,C6,0.023496694613883217,0.05,7.423834268133959e-06,no_drift
slice_1,C7,0.010879495840836329,0.0332,0.00807878015950187,no_drift
slice_1,C8,0.025629074898900976,0.0802,2.0913289352564715e-14,no_drift
slice_1,C9,0.021685370037935307,0.0786,7.468931764339021e-14,no_drift
slice_1,C10,0.021373524654620737,0.0686,1.1889452979867978e-10,no_drift
slice_1,C11,0.01581910271804246,0.0366,0.002465208749609002,no_drift
slice_1,C12,0.010757773156125755,0.033,0.008631846474837716,no_drift
slice_1,C13,0.028465204247930198,0.0772,2.2274813126474412e-13,no_drift
slice_1,C14,0.020310934211335924,0.049,1.2183115055555317e-05,no_drift
slice_1,D1,0.012115753666198095,0.0438,0.00013623051984880082,no_drift
slice_1,D2,0.00843439981281263,0.0404,0.0005704656886508406,no_drift
slice_1,D3,0.0029362837773963648,0.0236,0.12345636412932025,no_drift
slice_1,D4,0.010310389313786942,0.0632,4.1950185218076885e-09,no_drift
slice_1,D5,0.009615595288808548,0.0372,0.001975453679869048,no_drift
slice_1,D6,0.011913627722551433,0.0538,1.031400284986246e-06,no_drift
slice_1,D7,0.014649236335058078,0.03085742476566354,0.027393124071644914,no_drift
slice_1,D8,0.0152300946612889,0.0404,0.0005704656886508406,no_drift
slice_1,D9,0.010182688565988744,0.0218,0.1856663803254565,no_drift
slice_1,D10,0.016980822012155283,0.079,5.446258446915247e-14,no_drift
slice_1,D11,0.003578216232397572,0.0188,0.33994536027287675,no_drift
slice_1,D12,0.023820715707533056,0.0544,7.45300850557211e-07,no_drift
slice_1,D13,0.007785816776799909,0.024,0.1122510249500138,no_drift
slice_1,D14,0.006550944865467393,0.0104,0.9497279530823978,no_drift
slice_1,D15,0.01642228223952396,0.0526,1.953957374586669e-06,no_drift
slice_1,V1,0.0,0.0006,0.9999999999999992,no_drift
slice_1,V2,0.003284244927654352,0.0074,0.999175871337284,no_drift
slice_1,V3,0.003284244927654352,0.0096,0.975341321530655,no_drift
slice_1,V4,0.0004441624289591594,0.0104,0.9497279530823978,no_drift
slice_1,V5,0.0004703322812151156,0.011,0.9228576562607886,no_drift
slice_1,V6,0.003284244927654352,0.0014,1.0,no_drift
slice_1,V7,0.003284244927654352,0.0036,0.9999999999999997,no_drift
slice_1,V8,0.003284244927654352,0.0012,1.0,no_drift
slice_1,V9,0.003284244927654352,0.0006,0.9999999999999992,no_drift
slice_1,V10,0.0016685084376095393,0.0262,0.06462616861447061,no_drift
slice_1,V11,0.001705190709939055,0.0266,0.05814934209540375,no_drift
slice_1,V12,0.0021797770912316936,0.0194,0.3035775745288207,no_drift
slice_1,V13,0.0037532793612526727,0.024,0.1122510249500138,no_drift
slice_1,V14,0.0,0.0006,0.9999999999999992,no_drift
slice_1,V15,0.0,0.1056,1.10506445603353e-24,no_drift
slice_1,V16,0.0,0.1054,1.3657045188806962e-24,no_drift
slice_1,V17,0.0792708922393318,0.1044,3.913522239759368e-24,no_drift
slice_1,V18,0.07821629804826936,0.104,5.945972265896542e-24,no_drift
slice_1,V19,0.03254992915520193,0.0752,1.025411117627447e-12,no_drift
slice_1,V20,0.030094156741524554,0.0718,1.253292939366751e-11,no_drift
slice_1,V21,0.07967256296177466,0.1038,7.324652289165122e-24,no_drift
slice_1,V22,0.07869072785618601,0.1034,1.1101675073116862e-23,no_drift
slice_1,V23,2.6306276769749878e-05,0.0092,0.9840130736022987,no_drift
slice_1,V24,1.2735457463684946e-07,0.014,0.7112889960315587,no_drift
slice_1,V25,0.12739875535071957,0.059,5.476463013995478e-08,moderate_drift
slice_1,V26,0.13060038197012117,0.057,1.7490306986677662e-07,moderate_drift
slice_1,V27,0.0,0.0034,1.0,no_drift
slice_1,V28,0.0,0.0034,1.0,no_drift
slice_1,V29,0.004396624423398253,0.024,0.1122510249500138,no_drift
slice_1,V30,0.004695390574259221,0.0234,0.1293932411485686,no_drift
slice_1,V31,0.1027008856821483,0.1178,1.261267104553036e-30,moderate_drift
slice_1,V32,0.10251212009402721,0.1176,1.5977384060169805e-30,moderate_drift
slice_1,V33,0.0,0.1056,1.10506445603353e-24,no_drift
slice_1,V34,0.0,0.1054,1.3657045188806962e-24,no_drift
slice_1,V35,0.007193757087864728,0.035,0.004372190533834421,no_drift
slice_1,V36,0.008416597750994256,0.0334,0.00755812342796159,no_drift
slice_1,V37,1.2676205270013525e-06,0.021,0.22021895014259807,no_drift
slice_1,V38,1.2433113488425815e-06,0.0208,0.22957851727698175,no_drift
slice_1,V39,0.032359619968956956,0.074,2.513986969863627e-12,no_drift
slice_1,V40,0.03243175918192129,0.0742,2.1671494452557425e-12,no_drift
slice_1,V41,4.930380657631323e-32,0.0012,1.0,no_drift
slice_1,V42,0.03237361656561067,0.075,1.1919157120789525e-12,no_drift
slice_1,V43,0.03261457032645595,0.0754,8.818116064551451e-13,no_drift
slice_1,V44,0.00016374691426372727,0.0038,0.9999999999999817,no_drift
slice_1,V45,6.231189909743776e-05,0.0038,0.9999999999999817,no_drift
slice_1,V46,1.6291451463100208e-05,0.0042,0.9999999999917566,no_drift
slice_1,V47,2.2554918848310475e-05,0.0034,1.0,no_drift
slice_1,V48,0.005982783003708846,0.0348,0.0046883725566174775,no_drift
slice_1,V49,0.005956488472332353,0.0344,0.005384513310079144,no_drift
slice_1,V50,0.04471841018065977,0.0868,8.349718088113657e-17,no_drift
slice_1,V51,0.02794776611665144,0.0642,2.2168737225398407e-09,no_drift
slice_1,V52,0.027917661864890628,0.0642,2.2168737225398407e-09,no_drift
slice_1,V53,1.605512361996603e-05,0.0062,0.999978619378823,no_drift
slice_1,V54,0.00019992668849640372,0.013,0.7920669467755587,no_drift
slice_1,V55,1.1112274856196654e-05,0.0202,0.25945194403220523,no_drift
slice_1,V56,1.1142789386638615e-05,0.0184,0.36574412679100876,no_drift
slice_1,V57,0.03653498355835486,0.071,2.2208515254378565e-11,no_drift
slice_1,V58,0.036120125574880396,0.0704,3.39653905697306e-11,no_drift
slice_1,V59,0.03599557323281303,0.0674,2.6918965009351863e-10,no_drift
slice_1,V60,0.035718708482050936,0.0668,4.02856969235024e-10,no_drift
slice_1,V61,0.023671716347015585,0.0732,4.5343303032802904e-12,no_drift
slice_1,V62,0.02219735411494393,0.069,9.025409675743935e-11,no_drift
slice_1,V63,0.036175577264749105,0.0684,1.363790194749562e-10,no_drift
slice_1,V64,0.03588856040149269,0.0678,2.053324325793934e-10,no_drift
slice_1,V65,0.0,0.0004,1.0,no_drift
slice_1,V66,0.11560750277738162,0.0552,4.805793100104359e-07,moderate_drift
slice_1,V67,0.12016681323637364,0.0516,3.291280556826075e-06,moderate_drift
slice_1,V68,0.0,0.0012,1.0,no_drift
slice_1,V69,0.0008791965691053482,0.014,0.7112889960315587,no_drift
slice_1,V70,0.0009942899299475068,0.0152,0.610409786050154,no_drift
slice_1,V71,0.04439925107239256,0.0802,2.0913289352564715e-14,no_drift
slice_1,V72,0.04389500401371204,0.0796,3.381013708314692e-14,no_drift
slice_1,V73,0.03653498355835486,0.071,2.2208515254378565e-11,no_drift
slice_1,V74,0.036120125574880396,0.0704,3.39653905697306e-11,no_drift
slice_1,V75,0.003006881337638738,0.0292,0.028149233615253007,no_drift
slice_1,V76,0.004872809474278629,0.0358,0.0032935766663633598,no_drift
slice_1,V77,4.883348962054642e-05,0.0296,0.025025587971155453,no_drift
slice_1,V78,4.882556978950796e-05,0.0276,0.044344509833001894,no_drift
slice_1,V79,0.02483995177493401,0.0652,1.1598118679645033e-09,no_drift
slice_1,V80,0.02484547843474592,0.0694,6.840279535405471e-11,no_drift
slice_1,V81,0.024732458412670848,0.0694,6.840279535405471e-11,no_drift
slice_1,V82,0.0019355882434587794,0.0154,0.5936767491197451,no_drift
slice_1,V83,0.0016549031106678964,0.0108,0.9325416301270012,no_drift
slice_1,V84,0.024704810815976648,0.069,9.025409675743935e-11,no_drift
slice_1,V85,0.024735244711573963,0.069,9.025409675743935e-11,no_drift
slice_1,V86,0.00029865031135520504,0.0036,0.9999999999999997,no_drift
slice_1,V87,0.00016034130460640202,0.0014,1.0,no_drift
slice_1,V88,0.0,0.0002,0.9999999999999996,no_drift
slice_1,V89,0.0,0.0024,0.9999999999999999,no_drift
slice_1,V90,0.005524141023390977,0.0352,0.004075699259476923,no_drift
slice_1,V91,0.005505723464620479,0.035,0.004372190533834421,no_drift
slice_1,V92,0.034679549493696504,0.0844,6.546147402352552e-16,no_drift
slice_1,V93,0.03461604939389108,0.0842,7.751301859697651e-16,no_drift
slice_1,V94,0.0,0.0652,1.1598118679645033e-09,no_drift
slice_1,V95,2.7900426300255896e-05,0.0096,0.975341321530655,no_drift
slice_1,V96,5.198516703759966e-05,0.0116,0.8896523693694147,no_drift
slice_1,V97,7.714292204974995e-05,0.0148,0.6440707891281565,no_drift
slice_1,V98,0.0,0.003,1.0,no_drift
slice_1,V99,0.00012461615218837115,0.004,0.9999999999995108,no_drift
slice_1,V100,0.00010773715523775668,0.0052,0.999999886910226,no_drift
slice_1,V101,0.0,0.005,0.9999999735220224,no_drift
slice_1,V102,0.0,0.0078,0.998074821542227,no_drift
slice_1,V103,0.0,0.006,0.999990752114068,no_drift
slice_1,V104,0.0,0.0028,1.0,no_drift
slice_1,V105,0.0,0.0024,0.9999999999999999,no_drift
slice_1,V106,0.0,0.0028,1.0,no_drift
slice_1,V107,0.0,0.0,1.0,no_drift
slice_1,V108,0.0,0.0008,1.0,no_drift
slice_1,V109,0.0,0.0024,0.9999999999999999,no_drift
slice_1,V110,0.0,0.0008,1.0,no_drift
slice_1,V111,0.0,0.0002,0.9999999999999996,no_drift
slice_1,V112,0.0,0.0002,0.9999999999999996,no_drift
slice_1,V113,0.0,0.0002,0.9999999999999996,no_drift
slice_1,V114,0.0,0.0004,1.0,no_drift
slice_1,V115,0.0,0.0034,1.0,no_drift
slice_1,V116,0.0,0.0002,0.9999999999999996,no_drift
slice_1,V117,0.0,0.0016,1.0,no_drift
slice_1,V118,0.0,0.0016,1.0,no_drift
slice_1,V119,0.0,0.0016,1.0,no_drift
slice_1,V120,0.0,0.002,1.0,no_drift
slice_1,V121,0.0,0.002,1.0,no_drift
slice_1,V122,0.0,0.002,1.0,no_drift
slice_1,V123,0.0,0.0066,0.9999090682618054,no_drift
slice_1,V124,0.0,0.0046,0.9999999992035721,no_drift
slice_1,V125,0.0,0.0102,0.95721723072851,no_drift
slice_1,V126,0.0003510578548270607,0.0114,0.901388591127366,no_drift
slice_1,V127,0.0007642474511881379,0.0204,0.24919163163434574,no_drift
slice_1,V128,0.0009814391589872801,0.0198,0.2808939724267857,no_drift
slice_1,V129,0.0,0.002,1.0,no_drift
slice_1,V130,4.1387931140708566e-05,0.0078,0.998074821542227,no_drift
slice_1,V131,9.370971539408361e-06,0.0078,0.998074821542227,no_drift
slice_1,V132,0.0,0.0078,0.998074821542227,no_drift
slice_1,V133,0.0,0.011,0.9228576562607886,no_drift
slice_1,V134,0.0,0.0094,0.9799982681374148,no_drift
slice_1,V135,0.0,0.005,0.9999999735220224,no_drift
slice_1,V136,0.0,0.0048,0.9999999948673389,no_drift
slice_1,V137,0.0,0.006,0.999990752114068,no_drift
slice_1,V138,7.8886090522101146e-31,0.011,0.9228576562607886,no_drift
slice_1,V139,0.48824796554504424,0.3008,5.885506313523581e-200,severe_drift
slice_1,V140,0.4884522358808481,0.3012,1.699186598450343e-200,severe_drift
slice_1,V141,7.8886090522101146e-31,0.0132,0.7764175867140878,no_drift
slice_1,V142,7.8886090522101146e-31,0.0132,0.7764175867140878,no_drift
slice_1,V143,1.308427127029997,0.3224,3.4346956746879725e-230,severe_drift
slice_1,V144,0.9228361005848886,0.331,7.428532205080073e-243,severe_drift
slice_1,V145,0.8730226727532594,0.3266,2.4864522072981756e-236,severe_drift
slice_1,V146,7.8886090522101146e-31,0.0256,0.07549139379338214,no_drift
slice_1,V147,7.8886090522101146e-31,0.026,0.0680893184951445,no_drift
slice_1,V148,0.4889867516670843,0.3008,5.885506313523581e-200,severe_drift
slice_1,V149,0.4892139123334406,0.3012,1.699186598450343e-200,severe_drift
slice_1,V150,2.567133004598019,0.3304,5.836927405642502e-242,severe_drift
slice_1,V151,1.5259631945519843,0.3376,8.06798306131159e-253,severe_drift
slice_1,V152,2.382207250529148,0.3148,2.6902735781631753e-219,severe_drift
slice_1,V153,0.48903289605492195,0.3008,5.885506313523581e-200,severe_drift
slice_1,V154,0.4893061720072134,0.3012,1.699186598450343e-200,severe_drift
